SYNONYM	KEY(TermID)
T200	[PR_000025816, PR_000001017, PR_000001006]
pretectum	[UBERON_0001944, nlx_59721, birnlex_703]
UMLS C0041740	[University, NEMO_0569000]
axon microtubule fascicle	[GO_1901589, sao707332678]
diencephalon segment	[UBERON_0002784, birnlex_1685]
stereophones	[NEMO_2556000, ERO_0001432]
 medial part	[UBERON_0002782, birnlex_2686, UBERON_0002614, birnlex_1682, UBERON_0002885, birnlex_1159]
anterior lobe of cerebellum	[UBERON_0002131, birnlex_1118]
Middle Cerebral Artery Stroke	[birnlex_12793, DOID_3525]
supratemporal	[UBERON_2000663, UBERON_0011629]
13-dienoate E-isomerase activity	[GO_2000361, GO_2000363]
marginal ramus of cingulate sulcus	[UBERON_0002912, birnlex_4030]
Polyneuropathy unspecified (disorder)	[DOID_1389, DOID_4308, birnlex_12553]
BIR1	[PR_000002003, PR_000028489]
olfactory part of anterior commissure	[UBERON_0003039, birnlex_969]
stratum griseum superficiale colliculi superioris	[UBERON_0006120, nlx_anat_1005034]
nuclei ventrales thalami	[UBERON_0002776, birnlex_1669]
nucleus accumbens core	[nlx_anat_20090306, UBERON_0012170]
nucleolus component	[GO_0044452, sao113580911]
paraflocculus of cerebellum 	[UBERON_0005351, nlx_anat_20081212]
Left hemisphere	[UBERON_0002812, birnlex_1795]
Area frontalis agranularis	[UBERON_0006472, birnlex_1737]
 actomyosin contractile ring assembly	[GO_2000689, GO_2000708]
neck	[GO_0044326, sao1642908940]
Syrian hamsters	[birnlex_678, NCBITaxon_10036]
response to gravitational stimulus	[GO_0009629, GO_0033642]
Batten's Disease	[birnlex_12831, DOID_14503]
pontobulbar body	[birnlex_2656, UBERON_0002880]
lateral subdivision of medial mammillary nucleus	[birnlex_1314, UBERON_0002664]
tubulus renalis colligens	[UBERON_0001232, UBERON_0004100]
program	[birnlex_11012, Program]
MRI assay	[nlx_inv_090912, ERO_0001235]
GMP-PDE gamma	[PR_000012483, PR_000012482]
fourth lumbar spinal ganglion	[UBERON_0003943, birnlex_2626]
olivocochlear bundle of Rasmussen	[UBERON_0002775, birnlex_1666]
secretory vesicle membrane	[GO_0030658, GO_0030667]
 Thr 161)	[PR_000027135, PR_000027139]
Capgras delusion theory	[DOID_6680, birnlex_12762]
 pars multiformis	[UBERON_0002650, birnlex_1276]
protein E	[PR_000023715, PR_000023782]
midbrain medial longitudinal fasciculus	[birnlex_1302, UBERON_0002660]
phosphoethanolamine phosphohydrolase activity	[GO_0052732, GO_0052731]
olfactory bulb main glomerulus	[UBERON_0005377, nlx_anat_1005007]
lobulus centralis cerebelli [ii et iii]	[UBERON_0003021, birnlex_920]
branch point of dendrite	[GO_1990033, sao-1348591767]
human	[NCBITaxon_9606, birnlex_516]
ventral lateral thalamic nuclei	[birnlex_1237, UBERON_0001925]
pyramus (VIII)	[UBERON_0004082, nlx_anat_20081233]
Cercopithecus patas	[birnlex_635, NCBITaxon_9538]
extracellular	[GO_0005576, NEMO_7506000]
Bartholin's duct	[UBERON_0003985, UBERON_0010150]
pars basilaris pontis	[UBERON_0002567, birnlex_1043]
 nonsense-mediated decay	[GO_0000184, GO_2000624, GO_2000622, GO_2000623]
STK3	[PR_000015746, GO_0008772]
silk moth	[NCBITaxon_7091, birnlex_112]
vermis of posterior lobe	[UBERON_0004009, nlx_anat_20081240]
vagal nerve fibers	[UBERON_0006116, birnlex_765]
progressive supranuclear palsy	[DOID_678, birnlex_12697]
microstate_analysis	[NEMO_1131000, NEMO_1092000, NEMO_7944000]
induction by organism of defense-related SA-mediated signal transduction pathway in other organism	[GO_0052271, GO_0052270]
2'-O-dimethylguanosine	[SO_0001340, SO_0001329]
cingulate area	[birnlex_798, UBERON_0002967]
Nomarski optical imaging protocol	[birnlex_2261, ERO_0001637]
segment of cerebellum	[UBERON_0002946, birnlex_748]
laminated inclusion body	[GO_1990011, sao506721981]
monocyte chemoattractant protein 4	[PR_000002121, nifext_5042]
S1 spinal cord segment	[UBERON_0006460, birnlex_1532]
lateral hypothalamic region segment	[UBERON_0002785, birnlex_1687]
paleodentate of dentate nucleus	[UBERON_0006743, birnlex_1490]
O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	[PR_000009765, PR_000013912]
Macaca irus	[birnlex_291, NCBITaxon_9541]
trunk	[GO_0043198, sao1078172392, sao2034472720]
Tuber	[UBERON_0005346, nlx_anat_20081232]
recurrent collateral	[sao1642494436, GO_1990020]
epithalamus	[birnlex_1710, UBERON_0001899]
GPR135	[PR_000001505, nifext_5787]
GPR132	[PR_000001504, nifext_6686]
Training service	[ERO_0000393, nlx_res_20090444]
GPR150	[nifext_5505, PR_000001512]
GPR152	[nifext_5438, PR_000001514]
GPR153	[PR_000001637, nifext_5756]
GPR162	[PR_000001638, nifext_5696]
GPR161	[PR_000001517, nifext_7720]
GPR174	[PR_000001640, nifext_5329]
temporal neocortex	[UBERON_0001871, birnlex_1160]
Dataset	[nlx_res_090918, birnlex_11006]
scattered nucleus of the septum	[UBERON_0001878, birnlex_730]
SCPP	[birnlex_1726, UBERON_0007709]
GPR101	[PR_000001503, nifext_7398]
GPR119	[PR_000001459, nifext_7643]
2-oxoglutarate dehydrogenase complex	[GO_0045241, GO_0005947]
t8 segment	[UBERON_0006456, birnlex_1398]
digitus manus	[UBERON_0002389, nlx_anat_20090602]
brain stem infarction (disorder)	[DOID_3523, birnlex_12785]
sense of sight	[birnlex_1909, GO_0007601]
sugar/polyol channel activity	[GO_0051119, GO_0015166]
tectorial membrane of spiral organ of cochlea	[UBERON_0002233, birnlex_2531]
telo-diencephalic fissure	[birnlex_4001, UBERON_0002896]
 heterochronic	[GO_0045961, GO_0045962]
dermosphenotic	[UBERON_2000495, UBERON_2001674]
neurofibrosarcoma	[birnlex_12609, DOID_3512]
pre-synaptic active zone dense projection	[sao494258938, GO_0097445]
 oxygen as acceptor	[GO_0050664, GO_0016670, GO_0016676]
nucleus of trochlear nerve	[UBERON_0002722, birnlex_1488]
lunate fissure	[birnlex_4017, UBERON_0002903]
SerRS	[PR_000014459, PR_000023935]
T7 spinal cord segment	[UBERON_0006455, birnlex_1392]
owl monkey	[birnlex_365, NCBITaxon_9504]
Degenerative Neurologic Disease	[birnlex_2086, DOID_1289]
zona pellucida - vitelline membrane	[UBERON_0000086, UBERON_0003125]
Interior olive	[UBERON_0002127, birnlex_1164]
Striatonigral Atrophy	[DOID_4751, birnlex_12577]
midbrain segment	[UBERON_0002950, birnlex_763]
layer 1 of neocortex	[UBERON_0005390, nlx_anat_090807]
corpus mamillare	[UBERON_0002206, birnlex_865]
asparagine tRNA	[GO_0033442, GO_0033441]
Cochlear nucleus	[UBERON_0002610, birnlex_1151]
 alpha beta T lymphocyte differentiation	[GO_0043377, GO_0043378]
meningiomas (morphologic abnormality)	[DOID_3565, birnlex_12601]
posterior interposed nucleus	[birnlex_1158, UBERON_0002613]
site	[SO_0000839, SO_0000409]
Cervical spinal cord anterior column	[UBERON_0005854, birnlex_1660]
leucine/valine/isoleucine permease activity	[GO_0015190, GO_0015188]
non-specific polyamine oxidase activity	[GO_0052904, GO_0052902]
Premammillary nuclei	[birnlex_1479, UBERON_0001940]
Ubiquitylation	[PATO_0002216, sao9291838256]
orbitofrontal gyrus	[UBERON_0009836, birnlex_1243]
juxtamembrane	[GO_0019897, GO_0009898]
phospho-Cdc2 (Thr 14)	[PR_000026180, PR_000026181]
second cervical spinal ganglion	[UBERON_0002839, birnlex_2604]
cerebrum	[birnlex_1115, UBERON_0001893]
upper secondary molar tooth	[UBERON_0013619, UBERON_0003666]
3-alpha-glucan metabolism	[GO_0070607, GO_0070595]
nucleus parabigeminalis	[UBERON_0002140, birnlex_1007]
Siah-1a	[PR_000015946, PR_000014860]
dorsal root	[UBERON_0002261, nlx_anat_20090208]
pars granulosa	[GO_0001652, sao1217793903]
activation of synaptic plasticity by chemical substance	[GO_0051914, GO_0051915]
15-diene-forming) activity	[GO_0034277, GO_0034279]
molecular layer of dentate gyrus	[birnlex_4127, UBERON_0004679]
nucleus limitans thalami	[UBERON_0003026, birnlex_931]
lamin/chromatin binding	[GO_0003682, GO_0005521]
proteoglycan sulfate transfer	[GO_0050698, GO_0006029]
ASH	[PR_000004327, PR_000008224]
 phospholipase C activating pathway	[GO_0007206, GO_0071882]
ATR	[PR_000004499, PR_000004068]
nucleus amygdalae	[UBERON_0001876, birnlex_1241]
AVd	[sao8444068431, GO_0044754]
response to biotic stress	[GO_0006950, GO_0009607]
PACAP	[PR_000003761, PR_000012212]
nose	[UBERON_0000004, UBERON_0007827]
terminal stria	[UBERON_0003029, birnlex_937]
pallidotegmental tract	[birnlex_1331, UBERON_0002671]
seventh cervical spinal ganglion	[birnlex_2609, UBERON_0002843]
SMN-containing protein complex	[GO_0034719, GO_0034730, GO_0034731]
BRS3	[nifext_5650, PR_000001196]
pan-neural process	[GO_0050877, GO_0007399]
AIP	[PR_000004516, DOID_2800]
nuclei raphes	[UBERON_0004684, nlx_anat_20090205]
capsula corporis geniculati medialis	[UBERON_0002627, birnlex_1214]
APJ	[nifext_5973, nifext_5968]
APC	[PR_000004122, GO_0005680]
first Weberian ossicle	[UBERON_2001592, UBERON_2000637]
cytochrome c oxidase complex	[GO_0045278, GO_0045277]
 during protein splicing	[GO_0019802, GO_0019801]
 pars prinicipalis	[UBERON_0003024, birnlex_927]
anterior amygaloid area	[birnlex_2698, UBERON_0002890]
brodmann's area 48	[birnlex_1791, UBERON_0006485]
lateral reticular nucleus (medulla)	[UBERON_0002154, nlx_anat_20081246]
spermidine:(acceptor) oxidoreductase activity	[GO_0050289, GO_0052896]
eleventh cranial nerve fibers	[UBERON_0006117, birnlex_916]
http://knoesis.wright.edu/provenir/provenir.owl#process	[OBI_0000011, birnlex_11021]
articular	[UBERON_0004744, UBERON_2001805]
aci-reductone dioxygenase	[GO_0010309, PR_000003775]
radix motoria (Nervus trigeminus [V])	[UBERON_0002796, birnlex_1717]
Ntsr2	[nifext_6229, nifext_6232]
vestibulocerebellar fibers	[birnlex_1009, UBERON_0002552]
generation of action potential	[GO_0019228, GO_0086010]
vermis	[UBERON_0004720, birnlex_1106, birnlex_1175]
sugar transporter	[GO_0015608, GO_0015144]
segment of metencephalon	[UBERON_0002680, birnlex_1361]
 docking	[GO_0031203, GO_0016560, GO_0006615]
acute hemorrhagic encephalomyelitis	[birnlex_12513, DOID_10992]
large-celled nucleus of optic tract	[UBERON_0002996, birnlex_868]
XC chemokine ligand 2	[PR_000002138, nifext_5067]
ganglion ciliare	[nlx_anat_100304, UBERON_0002058]
lymphocyte homing	[GO_0097021, GO_0097022]
 flowering	[GO_2000028, GO_0048573, GO_0048575, GO_0048579, GO_0048574, GO_0048578, GO_0048577, GO_0048576]
Psychosis	[birnlex_12763, DOID_2468, birnlex_12761]
held's bundle	[birnlex_759, UBERON_0002949]
thin dendritic spine	[GO_0043197, sao1799103720]
 Generalized	[DOID_437, birnlex_12593]
mu-opioid receptor activity	[GO_0004979, GO_0038047]
Spasmus Nutans	[birnlex_12744, DOID_2481]
Autonomic Hyperreflexia	[birnlex_12583, birnlex_12582]
ramus posterior ascendens fissurae lateralis	[UBERON_0002910, birnlex_4028]
commissure habenularum	[birnlex_1609, UBERON_0001909]
coatomer	[GO_0030137, GO_0030126]
Temporal lobe epilepsy (disorder) [Ambiguous]	[DOID_3328, birnlex_12733]
Apis mellifera Linnaeus	[birnlex_447, NCBITaxon_7460]
Aesthesioneuroblastoma	[DOID_369, birnlex_12632]
Sulcus occipitalis lateralis	[birnlex_4018, UBERON_0002904]
lateral hypothalamic group	[UBERON_0002430, birnlex_4037]
tastebuds	[UBERON_0001727, birnlex_4101]
NADPH:oxygen oxidoreductase (6-hydroxylating)	[GO_0047087, GO_0018675, GO_0018666]
spine	[UBERON_0013496, GO_0044309, sao1145756102]
dorsal basal ganglion	[UBERON_0005382, nlx_anat_1010001]
cobalt homeostasis	[GO_0055068, GO_0006877]
15-diene anabolism	[GO_1901543, GO_1901542]
familial dysautonomia	[DOID_11589, birnlex_12561]
dendrite growth cone	[GO_0044294, sao1594955670]
 alpha-beta T-lymphocyte differentiation during immune response	[GO_0002302, GO_0002294]
SKIP	[PR_000015357, PR_000009052]
nucleolar size increase	[GO_0007571, GO_0007576]
GIP	[GO_0005095, PR_000004883]
cuneus gyrus	[birnlex_1396, UBERON_0006092]
layer 1 of piriform cortex	[nlx_anat_091003, UBERON_0014277]
purinergic receptor	[PR_000012189, PR_000012194, PR_000012191, PR_000012188]
GALR2	[PR_000001586, nifext_6775]
lateral pyramidal tract	[UBERON_0002589, birnlex_1095]
6-hexachlorocyclohexane metabolism	[GO_0018877, GO_0018919, GO_0018878]
N-formylpeptide chemoattractant receptor	[PR_000001580, nifext_5301]
Cisterna lamina terminalis	[birnlex_4002, UBERON_0002897]
barb ramus	[UBERON_0011785, UBERON_0011786]
pars parvicellularis nuclei ventralis posteromedialis thalami	[UBERON_0003018, birnlex_917]
NAD(P)H:oxygen oxidoreductase activity	[GO_0052601, GO_0052663]
 intrinsic catalyst activity	[GO_0016534, GO_0004723]
dihydric alcohol metabolic process	[GO_0042844, GO_0034311]
FLG	[PR_000007551, PR_000001448]
fibrae arcuatae internae	[birnlex_1091, UBERON_0006087]
optic nerve root	[UBERON_0009906, birnlex_1328]
ventral posterolateral nucleus of the thalamus	[birnlex_1681, UBERON_0002781]
HIR	[nifext_2905, PR_000002057]
synovium	[UBERON_0002018, UBERON_0011233]
 signal transduction by p53 class mediator resulting in transcription of p21 class mediator	[GO_1902164, GO_1902163]
cristae	[GO_0030061, sao333328131]
internal medullary lamina of lentiform nucleus	[UBERON_0002727, birnlex_1501]
pTAU	[PR_000027634, PR_000027632, PR_000027655]
Dorsal supraoptic decussation (of Ganser)	[UBERON_0002697, birnlex_1433]
TECK	[nifext_5253, PR_000001801]
capsula interna	[birnlex_1659, UBERON_0001887]
HBP	[PR_000014916, PR_000022899]
gyrus parahippocampalis	[UBERON_0002973, birnlex_807]
SCYA26	[PR_000001997, nifext_5053]
SCYA24	[PR_000001996, nifext_5052]
SCYA15	[PR_000001987, nifext_5045]
premammillary nuclei	[birnlex_1473, UBERON_0002712]
OPN5	[PR_000001180, nifext_5991]
OPN3	[PR_000001220, nifext_5539]
organum spirale	[UBERON_0002227, birnlex_2526]
GMD	[PR_000008067, NEMO_6329000]
phosphoserine/phosphothreonine binding	[GO_0050815, GO_0050816]
delta fornicis	[birnlex_746, UBERON_0000908]
PGR14	[PR_000001491, nifext_5575]
 exonucleolytic	[GO_0034415, GO_0000291]
Cyslt1	[nifext_7765, nifext_7762]
DRP-1	[PR_000017209, PR_000006277]
sacral spinal ganglion	[UBERON_0002837, birnlex_2602]
S100D	[PR_000014420, PR_000014412]
olfactory groove	[UBERON_0002772, birnlex_1655]
nucleus of eminentia teres	[UBERON_0002997, birnlex_870]
calloso-marginal sulcus	[UBERON_0002710, birnlex_1468]
IAP	[PR_000003964, PR_000010088]
ICA	[NEMO_0000161, UBERON_0001532]
ICG	[sao1049471211, GO_0035061]
striatum of neuraxis	[UBERON_0002435, birnlex_1672]
CATSPER2	[nifext_3198, PR_000000670, nifext_3199]
cerebral hemisphere white matter	[UBERON_0002437, birnlex_711]
serine tRNA	[GO_0033407, GO_0033406, GO_0033445, GO_0033446]
folium-tuber vermis (VII)	[UBERON_0004081, nlx_anat_20081230]
external plexiform layer	[UBERON_0005376, nlx_anat_20090403]
sst3	[nifext_7984, nifext_7979]
dorsomedial nucleus of intermediate hypothalamus	[UBERON_0001934, birnlex_1558]
copula 1	[UBERON_0011615, UBERON_2001221]
CA3 field of hippocampus	[UBERON_0003883, birnlex_1204]
HPI	[PR_000023043, GO_0009978, GO_0047987]
 pars postrema	[birnlex_1170, UBERON_0002617]
HPS	[PR_000008736, UBERON_0004146]
Caudate putamen	[UBERON_0005383, nlx_anat_100312]
first thoracic spinal cord segment	[UBERON_0006457, birnlex_1452]
 incompatible interaction	[GO_0009816, GO_0009817, GO_0009818, GO_2000072]
 nitrogenous group as acceptor	[GO_0016657, GO_0016677]
maculae	[UBERON_0000053, birnlex_2540]
T2 spinal cord segment	[birnlex_1454, UBERON_0006458]
telencephalic ventricle	[UBERON_0002285, birnlex_1263]
sensory detection of chemical stimulus	[birnlex_15002, GO_0050907]
Palisade degeneration of retina	[DOID_12165, birnlex_12804]
4-triazole	[GO_0072722, GO_0072723]
Htr1eb	[PR_000001165, nifext_6360]
eleventh cranial nerve	[UBERON_0002019, birnlex_812]
Gm225	[PR_000001712, nifext_8046]
peripeduncular nucleus of pons	[birnlex_1474, UBERON_0002144]
Ptgir	[nifext_7289, nifext_7292]
IRE	[SO_0001182, PR_000002995]
Toxico-Infectious Botulism	[DOID_11976, birnlex_12591]
Anterior hypothalamic area	[birnlex_1226, UBERON_0002634]
retinoid isomerohydrolase activity	[GO_0052885, GO_0052884]
basement lamina	[GO_0005605, sao1397492660]
 sensory detection of electrical stimulus	[GO_0050970, GO_0050964]
MIP-3-beta	[PR_000001991, nifext_5047]
mammillary level of hypothalamus	[UBERON_0002770, birnlex_1651]
CRISP Thesaurus ID 1001-3058	[OBI_0000816, NEMO_8875000, ERO_0000870]
GRIP-1	[PR_000008254, PR_000011041]
fumarase	[PR_000022735, PR_000007511, PR_000022734]
medulla spinalis	[birnlex_1709, UBERON_0002240]
CAD	[PR_000004959, PR_000004974]
CB2	[PR_000001126, nifext_7999]
CB1	[nifext_6905, nifext_6899]
mShal	[PR_000000784, nifext_2736]
mShab	[PR_000000722, nifext_2708]
parafascicular nucleus (Vogt)	[UBERON_0001922, birnlex_952]
peptidyl-aspartic acid/asparagine hydroxylation	[GO_0042265, GO_0042264]
APT1	[PR_000001962, PR_000010005]
body fluid	[UBERON_0006314, birnlex_20]
substantia grisea centralis	[UBERON_0003040, birnlex_973]
orbital cartilage	[UBERON_2001515, UBERON_2001505]
twelfth thoracic spinal cord segment	[UBERON_0006468, birnlex_1598]
lateral tuberal nuclear complex	[UBERON_0000435, birnlex_1206]
cuneocerebellar fibers	[UBERON_0002640, birnlex_1238]
cerebral uncinate fasciculus	[UBERON_0003044, birnlex_983]
CYC	[PR_000002321, PR_000025635]
optic tectum commissure	[UBERON_0002583, birnlex_1073]
hydrogen/oligopeptide symporter	[GO_0005427, GO_0022897]
postcentral dimple	[birnlex_4025, UBERON_0002907]
progressive myoclonic epilepsy (disorder)	[DOID_891, birnlex_12722]
Thoracic spinal cord posterior column	[UBERON_0005839, birnlex_1442]
epibranchials	[UBERON_3000953, UBERON_2002102]
capital femoral epiphysis	[UBERON_0004412, UBERON_0006767]
 via spliceosome	[GO_0000381, GO_0000365, GO_0048024]
Homaridae	[birnlex_169, NCBITaxon_6704]
operculum frontale	[UBERON_0002947, birnlex_751]
14-diene metabolism	[GO_1900939, GO_1900878, GO_1900938]
star-shaped neurofibrillary tangle	[GO_0097418, sao2409833926]
CLB	[GO_1990012, nlx_151681]
isoform alpha	[PR_000001722, PR_000002299]
superior parietal lobule	[birnlex_1450, UBERON_0006094]
3-dioxygenase activity	[GO_0018624, GO_0008687]
 central stalk	[GO_0045270, GO_0045269]
optic lobe	[UBERON_0006794, UBERON_0006796, UBERON_0006795]
nucleus reticularis tegmenti pontis	[UBERON_0002147, birnlex_882]
polus frontalis	[UBERON_0002795, birnlex_1716]
CSB	[PR_000007168, UBERON_0004198]
caudal nucleus	[UBERON_0002866, birnlex_2637]
CPO	[PR_000005826, PR_000005825]
14Z-eicosatetraenoic acid binding	[GO_0050648, GO_0050646, GO_0050647]
clivus of macula lutea	[birnlex_2544, UBERON_0002823]
hippocampus fornix	[UBERON_0000052, birnlex_705]
set of nuclei of neuraxis	[UBERON_0010009, nlx_anat_20090509]
Bulbospinal Neuronopathy	[nlx_dys_2011001, birnlex_12568, DOID_12377]
microtubule-based flagellum	[GO_0031514, GO_0005929, sao787716553]
cupula of cochlea	[UBERON_0002819, birnlex_2523]
pTau	[PR_000027446, PR_000027651, PR_000027652]
ARP1	[PR_000004214, PR_000003693, PR_000004026]
cochlear nuclear complex segment	[UBERON_0002621, birnlex_1195]
epithelial ependymoma	[DOID_4844, birnlex_12622]
ECaC2	[PR_000000777, nifext_3126]
active immune evasion	[GO_0051810, GO_0042783]
L-idonate/D-gluconate:hydrogen symporter activity	[GO_0015568, GO_0015128]
DLF	[UBERON_0003045, birnlex_986]
ganglion parasympathicum	[UBERON_0001808, nlx_anat_100303]
glucocorticoid receptor activity	[GO_0038051, GO_0038050]
DHS	[PR_000006461, SO_0000685]
DTI	[nlx_inv_090915, birnlex_2197]
phosphoribulose isomerase	[PR_000023943, PR_000022117, PR_000024180]
Journal article resource	[birnlex_11037, Journal_Article, IAO_0000013]
DRG	[UBERON_0000044, birnlex_2596]
Gm1098	[nifext_5484, PR_000001605]
lingula of cerebellum	[UBERON_0004074, birnlex_932, nlx_anat_20081224]
hCatSper	[PR_000000669, nifext_3194]
inferior olivary complex segment	[UBERON_0002574, birnlex_1052]
area 37 of Brodmann-1909	[UBERON_0006478, birnlex_1770]
Drug withdrawal syndrome in newborn	[birnlex_12712, DOID_9828]
ASNS	[PR_000004377, PR_000010992]
EP2	[PR_000015454, nifext_6440]
medial accessory olive	[nlx_anat_100309, UBERON_0014287]
EP3	[nifext_7871, nifext_7863]
Papp-Lantos body	[GO_0097409, nlx_subcell_20090703]
C2 spinal cord segment	[birnlex_752, UBERON_0006489]
tegmental reticular formation	[UBERON_0002639, birnlex_1235]
carbonyl cyanide m-chlorophenylhydrazone/nalidixic acid/organomercurials:hydrogen antiporter activity	[GO_0015549, GO_0015547, GO_0015548, GO_0015307]
ERP	[PR_000006871, NEMO_2361000]
rostral postcentral	[birnlex_1734, UBERON_0006100]
internal medullary lamina	[UBERON_0002762, birnlex_1621]
medial nucleus of medial geniculate body	[UBERON_0002759, birnlex_1612]
Swi5 complex	[GO_0034974, GO_0032798]
deep pes lemniscus	[birnlex_902, UBERON_0003010]
F2R	[PR_000001661, nifext_7125]
subbrachial nucleus	[nlx_anat_1005003, UBERON_0006119]
Gangliocytoma	[DOID_2426, birnlex_12617]
arcualia	[UBERON_2001060, UBERON_2001361]
microfilament	[GO_0005884, UBERON_0003003, sao1588493326]
http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Organism.owl#birnlex_683	[NEMO_9596000, NEMO_0421000, NEMO_3513000]
Ptafr	[nifext_7533, nifext_7528]
association_area	[NEMO_3111000, NEMO_9293000, NEMO_4836000]
facial nerve fibers	[birnlex_1513, UBERON_0004674]
hypoglossal nerve nucleus	[UBERON_0002871, birnlex_2644]
PTGDR	[nifext_7098, PR_000001656]
 epigenetic	[GO_0045858, GO_0045814, GO_0045857, GO_0045815, GO_0040030]
auris media	[UBERON_0001756, birnlex_1695]
P3b	[NEMO_0000101, NEMO_5828000]
Anterior hypothalamic decussation of Ganser	[UBERON_0002694, birnlex_1424]
thoracic spinal cord anterior commissure	[UBERON_0007837, birnlex_1556]
PML	[birnlex_12551, DOID_643]
PMN	[NEMO_3725000, GO_0034727]
neocortex layer 4	[UBERON_0005393, nlx_anat_090810]
cilia	[UBERON_0010168, UBERON_0001702]
anterior commissure nucleus	[UBERON_0002933, birnlex_712]
fissura prebiventralis cerebelli	[UBERON_0002816, nlx_anat_20081257]
PAP	[PR_000023500, GO_0043751]
PAF	[PR_000012225, nifext_7523]
OXTR	[nifext_5799, PR_000001635]
stratum lacunosum-moleculare	[UBERON_0007640, birnlex_1359]
glomerulus	[UBERON_0005325, UBERON_0001047]
tenth thoracic dorsal root ganglion	[UBERON_0002853, birnlex_2620]
pre-synaptic grid	[GO_1990013, sao1730664005]
4-alpha-D-glucan 4-alpha-D-glucosyltransferase activity	[GO_0033825, GO_0047669]
SMC complex	[GO_0008278, GO_0000796]
sulcus of corpus callosum	[UBERON_0002920, birnlex_4040]
endothelial collagen	[PR_000005721, PR_000005720]
PRI	[PR_000023806, PR_000014143]
PTC	[PR_000016069, PR_000013412]
plexiform layer	[nlx_anat_20090405, UBERON_0009950]
vas sanguineum	[UBERON_0001981, nlx_anat_090901]
Lobulus Semilunaris Superior	[UBERON_0005977, nlx_anat_20081208]
6-aminomutase activity	[GO_0047702, GO_0047826]
hDBB	[nlx_anat_20090303, UBERON_0006123]
BA24	[UBERON_0006101, birnlex_1755]
BA33	[UBERON_0006476, birnlex_1766]
benzoyl-CoA:anthranilate N-benzoyltransferase	[GO_0030771, GO_0047672]
 parastriate	[birnlex_1749, UBERON_0006473]
neuronal potassium channel alpha subunit HNKA	[nifext_2795, PR_000000725]
(Drosophila)iTp	[SO_1000156, SO_1000158]
sensitivity	[NEMO_3162000, PATO_0000085]
nucleus raphe posterior	[birnlex_982, UBERON_0002043]
heterochromatin	[sao581845896, GO_0000792]
cell soma	[UBERON_0001022, GO_0044297]
V-ATPase complex assembly	[GO_0070070, GO_0070072]
GPR1	[PR_000001502, nifext_6645]
GPR3	[nifext_7694, PR_000001643]
 producing other than 5'-phosphomonoesters	[GO_0016889, GO_0016892]
fMRI	[birnlex_2250, nlx_inv_090914]
Salientia	[birnlex_601, NCBITaxon_8342]
Multiphoton microscopy	[birnlex_2257, ERO_0001640]
15-diene formation	[GO_1901544, GO_1901541]
vestibuloauditory system	[UBERON_0002105, nlx_anat_090817]
response to heat shock	[GO_0033638, GO_0009408]
developmental tissue	[UBERON_0000922, UBERON_0005423]
N-acetyltransferase 5	[PR_000010998, PR_000011002]
corticospinal tract	[birnlex_1464, UBERON_0002707]
nucleus ventralis posterior inferior thalami	[UBERON_0002939, birnlex_728]
Jakob-Creutzfeldt Disease	[birnlex_12687, DOID_11949]
SAC	[GO_0071173, GO_0035003]
SAT	[PR_000022377, PR_000022384]
SCN	[UBERON_0002034, birnlex_1325]
2-oxidoreductase (decyclizing)	[GO_0047744, GO_0047922]
nucleus amygdalae centralis	[birnlex_2682, UBERON_0002883]
t. olivocerebellaris	[UBERON_0002752, birnlex_1579]
RRF	[PR_000010647, PR_000022697]
pars orbitalis gyri frontalis inferioris	[birnlex_1207, UBERON_0002624]
 adenylyl cyclase activating pathway	[GO_0007189, GO_0007191, GO_0007192]
hippocampus stratum moleculare	[UBERON_0005368, birnlex_1211]
Kanner's syndrome	[DOID_12849, birnlex_12501]
hemi-adherens junction	[GO_0005924, GO_0030056]
sulcus occipitalis transversus	[UBERON_0002900, birnlex_4013]
carotene beta-ring hydroxylase activity	[GO_0052611, GO_0052608]
Gpr73l1	[nifext_6919, nifext_6916]
lobus limbicus	[UBERON_0002600, birnlex_1128]
Sulcus orbitalis transversus	[UBERON_0002612, birnlex_1155]
C4 spinal cord segment	[UBERON_0006490, birnlex_753]
regio frontalis	[UBERON_0001870, birnlex_928, nlx_anat_20090601]
GZMB/iso:1	[PR_000003500, PR_000003497]
Severe obesity	[DOID_11981, nlx_dys_20090303]
t10 segment	[birnlex_1591, UBERON_0006466]
CXCR3	[nifext_6502, nifext_6504]
CXCR4	[nifext_6653, nifext_6655, GO_0038147]
cerebrospinal axis	[UBERON_0001017, birnlex_1099]
posterior periventricular hypothalamic nucleus	[UBERON_0002708, birnlex_1466]
RKShIIIA	[nifext_2723, PR_000000943]
constitutive secretory pathway transport vesicle	[GO_0030133, sao885490876]
5-epimerase activity	[GO_0008830, GO_0047918]
cerebellum primordium	[UBERON_0013163, UBERON_0006215]
KNS2	[PR_000009349, PR_000009308]
Multisystem Atrophy	[birnlex_12573, DOID_4752]
3-isopropenyl-6-oxoheptanoyl-CoA synthetase activity	[GO_0052688, GO_0052687]
CX3CR1	[PR_000001206, nifext_7739, nifext_7737]
diazepam binding inhibitor activity	[GO_0050811, GO_0030156]
inner layer of eyeball	[birnlex_1153, UBERON_0000966]
apex of dorsal gray column	[UBERON_0004678, birnlex_2670]
